episode,update,reward,success,steps,minimum_distance,target_x,target_y,target_z
84,10,-21.884963975407175,0,120,0.08361472646328265,0.5394040428301501,0.2354326833603042,0.8971932669907887
85,10,-10.722400241439777,0,120,0.03805003780548584,0.5842029696690566,0.18415386691726135,1.0302871637516895
86,11,-22.931557079250055,0,120,0.044602182604285875,0.5735345139309131,0.25117446074643857,1.1257554299779542
87,11,-2.9930252573900216,0,120,0.018371636521964444,0.5403441382587905,0.28779628108110344,0.9753112236493269
88,11,-17.37039287620766,0,120,0.06740023579226687,0.563113359955539,0.10218917563155525,1.0099142457522623
89,11,-8.818457903288506,0,120,0.03875480733015465,0.5629920527726856,0.18818037371991772,0.9577952841412894
90,11,-19.744733731114263,0,120,0.04796023604130862,0.532233197155846,0.2571377624747149,0.890387970116516
91,11,-16.19821550357579,0,120,0.04919561682211161,0.5230850542973166,0.06714434638731392,0.894583996186306
92,11,-11.929137295332,0,120,0.03873520070957627,0.5455074166087203,0.2021784796574091,0.8949442263948335
93,11,-32.86410208618157,0,120,0.11435082076024584,0.5658774429976158,0.23986053314159905,1.1241393292595803
94,11,-13.906671789440876,0,120,0.0347173198442433,0.5639277086554939,0.05737181145742855,1.0781380235713143
95,12,-20.963885139767527,0,120,0.08102878845711331,0.4910768255096404,0.20454478989018066,0.7860738769855248
96,12,-21.790628980389066,0,120,0.061348066376278945,0.5560923730573931,0.2807694268322041,1.0063352394931204
97,12,-16.05916739119869,0,120,0.0305858858807606,0.5534837035571659,0.2901486992933223,0.9641668239915273
98,12,-12.92443010596445,0,120,0.043806375048904785,0.5549106251607515,0.1856492558877384,1.2208606898534617
99,12,14.572213132185244,1,84,0.01952484139504305,0.5591574606489684,0.16417353383620248,0.9462554161946224
100,12,16.545571986137244,1,30,0.014156767830689932,0.5342714108840081,0.1552638091517287,0.874254195224668
101,12,-25.02858688223748,0,120,0.11139179658303311,0.556572101213331,0.23357458440860865,1.1713766433619621
102,12,-21.62021721186717,0,120,0.03993268840768258,0.46202145534168865,0.29688207108812575,0.7730463489583541
103,12,-17.513387673091252,0,120,0.07584523824323769,0.575582571061649,0.24712380829434333,1.1229240425475064
104,13,-11.063355345453031,0,120,0.037575441435922265,0.569609015794389,0.12850119882462202,1.1712517586804283
105,13,3.891908613352588,1,110,0.02540823913715164,0.5817554841525013,0.20089001168172377,1.0252762353561697
106,13,-23.69095087481657,0,120,0.04528321838076597,0.5375264067860498,0.009818001662602268,0.9827601214495675
107,13,-20.75169909155626,0,120,0.012764454818734748,0.5360733138206256,0.24672070164448914,0.8826601933036271
108,13,-17.018205988227805,0,120,0.04890568083855847,0.581584156946099,0.2294175703620297,1.1060807304890068
109,13,20.81841399913681,1,97,0.010056685279594841,0.5548505123671584,0.17439740789823327,0.9671894952266773
110,13,-21.47764552244234,0,120,0.059885303304238954,0.5857313614673343,0.16189113653264298,1.0928534763255897
111,13,12.822773384497324,1,54,0.01024885692811684,0.5436740828832016,0.15462118841334213,0.9227731609672036
112,13,5.995782990917205,1,68,0.019705855490204933,0.5763690523281799,0.2351175380349358,1.062618126479864
113,13,-11.621024559417297,0,120,0.0525905121811241,0.5872440012616008,0.1507607224236224,1.0469979393197222
114,14,-15.88270216003655,0,120,0.043529278852037855,0.5441716534691853,0.061078290803742843,0.9457180052742383
115,14,-22.680396238422983,0,120,0.052429101387605447,0.4940250551021502,0.23889089547431117,0.8030617255526128
116,14,10.800287969123323,1,80,0.015266856945162938,0.5669536031468426,0.15493935236362255,0.9951501644295755
117,14,-17.363867688202802,0,120,0.036380731388150914,0.5347424956586934,0.25076532840733445,0.8784369749394692
118,14,11.73002776068996,1,70,0.0171376970790846,0.5819624811044423,0.12512274142852858,1.1075426470682443
119,14,-13.325353499748898,0,120,0.03737316940255786,0.5652376209889078,0.027988980923544307,1.1298237685275538
120,14,-13.850560354234137,0,120,0.01667277681524007,0.5742754683925654,0.19167975733232226,1.0379129143392096
121,14,8.639132093767873,1,85,0.02557503756691863,0.5735919650519945,0.10836023975152023,1.043827863961949
122,14,-23.066584657184958,0,120,0.05606283293086987,0.5637106692210081,0.08845229645200853,1.1974954167046803
123,14,-15.040966589442878,0,120,0.028803874235885523,0.5569417206592626,0.21532275533294273,0.9354370652340993
124,15,-3.269730356082342,0,120,0.020905471850558053,0.5531007592653104,0.18017327105949976,0.9182387854499338
125,15,9.27484443253393,1,67,0.019939163951978294,0.5736074739505467,0.17456996045567688,1.00433243827273
126,15,-9.650527688234414,0,120,0.016132453264071856,0.5347769503495059,0.3042036130500243,0.9406931466867766
127,15,-8.436044556425385,0,120,0.0330525485568338,0.5494059051977669,0.24116030354160636,0.9156955992025403
128,15,-24.972355843669913,0,120,0.06101055865818158,0.544096714459623,0.0921334238212016,0.8803839625412797
129,15,-14.636334367403181,0,120,0.039247235781290836,0.5574422276121862,0.04527262983298619,1.18779101367419
130,15,14.614788654925517,1,77,0.015706107037136742,0.5720801238759603,0.1936046701951563,0.972871559721117
131,15,-2.1140230805236127,0,120,0.018372795807939876,0.5140432344313581,0.15721757410270334,0.8235191048116439
132,15,10.935762729395519,1,118,0.013434110099077124,0.5834233204299961,0.1552177939128476,1.0075005504937342
133,16,-14.721213169007662,0,120,0.0371454012744448,0.5252230841193689,0.18628750447502523,0.8430645584080521
134,16,16.229857841614397,1,107,0.012613433471628938,0.5701816598361988,0.10660500983277778,1.0602482584567339
135,16,-11.63813270995818,0,120,0.026368763751276662,0.5435027760581292,0.10880260753768617,0.8761469399841364
136,16,-6.780494874316987,0,120,0.021166027286590627,0.44827117939654476,0.2677770011475656,0.7396645050613938
137,16,-16.458094221722842,0,120,0.0747004368789944,0.5583985834626001,0.08381642490500432,1.188237424816955
138,16,-5.313673448265249,0,120,0.02422722270784895,0.5540341777030626,0.15663266589350916,0.9669094546096307
139,16,-12.311510573076044,0,120,0.023051990449216228,0.5720602827100219,0.13992183504162897,1.1432031003168153
140,16,-13.701141412443292,0,120,0.04516208567306447,0.5809281216320379,0.15531863398983964,1.058953236942915
141,16,-13.855302020450411,0,120,0.05706163458400943,0.5861888054000374,0.11659015150523773,1.0933001685465509
142,17,16.407129186753266,1,42,0.016391340835607365,0.5580167827725926,0.22165377122498792,1.0488141790301966
143,17,0.6534809854565042,0,120,0.014634474758690265,0.5686327541794777,0.17749455883063114,0.9514848457039068
144,17,-14.758217467395072,0,120,0.030547566705851903,0.5650264350561727,0.2522123898775389,1.0148593068958454
145,17,-5.709143883628819,0,120,0.02746864155084815,0.5277805942701592,0.25508752102654847,0.8973233855877579
146,17,21.493373390580103,1,35,0.032274679549589555,0.5676686466747878,0.12869180060707247,0.9861407676079623
147,17,18.084974403815774,1,105,0.004480516358316794,0.5253834340442983,0.18799966121255998,0.8678516420735332
148,17,-8.132376181341112,0,120,0.03853313759859549,0.5800962256242882,0.09275952997142049,1.0884447878473775
149,17,4.907432106994951,0,120,0.01589545798806907,0.5731625254212553,0.09872158880459392,1.072600583350675
150,17,-19.86879720028169,0,120,0.07950222384926454,0.5387006111453411,0.263433403028651,0.9086416108565535
151,17,-10.655178793885039,0,120,0.03006061479908508,0.5591283630651819,0.2609779385918015,0.9687720044635709
152,18,-9.007361036765236,0,120,0.021386606020253156,0.5262475751488795,0.2866990343644393,0.9443728613307246
153,18,8.505177927983487,1,101,0.004540898691461791,0.5355444553072521,0.1947972648112185,0.8698329246947047
154,18,-12.134152996326387,0,120,0.03681605776974603,0.47899930571855076,0.3057141066774104,0.8063042499387489
155,18,-8.38992833527109,0,120,0.016800094512444082,0.5468377914640892,0.08630088351449841,0.9688275885818857
156,18,-4.5751902439605905,0,120,0.02155667893541756,0.5392336444794369,0.24282065849258472,0.9092417649775973
157,18,9.050721671747493,1,88,0.015507679102793577,0.5323638053532731,0.21581445226708704,0.9196844173454229
158,18,-7.344505224848894,0,120,0.02062377043516988,0.5434306480491836,0.2795209615143703,0.9234478094831416
159,18,17.65893545890135,1,89,0.012846075584544684,0.5487715460916296,0.018923557476309576,1.1905334034236854
160,18,-1.840493449009399,0,120,0.009926213505603406,0.5252615266659195,0.26590518917167233,0.8662960458183306
161,19,-8.354761614015635,0,120,0.03236297054982719,0.5504358725237464,0.17673501453719936,0.945902656567507
162,19,17.704937205854144,1,37,0.017455264040728013,0.5531968847824024,0.2064420912823485,0.9323864238674295
163,19,17.839784826380264,1,83,0.016910927073538584,0.5157763987351777,0.1129338726757945,0.8165662414954915
164,19,18.15057791044447,1,111,0.012013546576551891,0.5584156980153869,0.17042699591973964,0.9540294886367444
165,19,17.508634587896175,1,60,0.021796264234098403,0.5344056132103914,0.17023579891163454,0.8794477998590001
166,19,1.8735009547042591,0,120,0.02202412033644351,0.5654269069195705,0.14480579934125623,1.1489972717206585
167,19,25.149679241975825,1,56,0.01170228113760942,0.5614093789756364,0.24059207062538177,0.9486470765863251
168,19,0.15384726735141357,0,120,0.009535571344215232,0.5773925499997717,0.10647587654828405,1.0166769402573743
169,19,2.5721582596704766,0,120,0.009447819771154487,0.5114081440083755,0.2567822196654682,0.8568831123246247
170,19,6.640233568734821,0,120,0.006117679868798259,0.5222341869391309,0.1613935815518692,0.8548362048799721
171,19,5.606893844185407,0,120,0.01845680117874099,0.5694691895978061,0.022256311573175695,1.1052716895300982
172,20,27.903175066354798,1,66,0.006401074411734484,0.5234271018970922,0.17663926081138773,0.8310798113482976
173,20,15.656010596763444,1,76,0.020753005456165152,0.508537310876499,0.2156506495933645,0.8131679107794892
174,20,9.579413162202476,1,72,0.007917941769711917,0.5830670105438075,0.1519243453821698,1.069741015273569
175,20,3.673756410830568,0,120,0.014976814605581899,0.5520597319740639,0.21498065905461752,0.9548334609147189
176,20,26.71527438070634,1,98,0.008865583192254065,0.5748346361384982,0.11574230048099979,0.9715388838769412
177,20,23.324727767416263,1,88,0.017593823853274092,0.5781490482095412,0.197519831092015,1.0066110066903324
178,20,15.681679141792731,1,50,0.013625203718728461,0.5689534681510924,0.20985681340499618,0.9754636397436958
179,20,-6.215439456651519,0,120,0.026297204413769534,0.5394901040062318,0.2854082527148519,0.9822793733605446
180,20,17.927304050759222,1,33,0.020779445527287235,0.5334699666705874,0.13183693735321667,0.8483167772453507
181,20,-7.5367007058394195,0,120,0.007152404153928243,0.5399173633104181,0.16818144504563246,0.8647334586843607
182,20,18.235408573346596,1,34,0.03113985556314595,0.541695272559588,-0.009442068651698585,1.1786412472350534
183,20,14.937878216293523,0,120,0.012875264570650568,0.5652446441459585,0.11286797493182416,1.0852981302749798
184,21,-4.593504432099273,0,120,0.023133233588228146,0.583159446199216,0.09093284273959092,1.0518925935960173
185,21,-0.864941777008611,0,120,0.009481422544923148,0.57807193136647,0.08763375914211569,1.0886352802721382
186,21,-9.358737775414035,0,120,0.022001117681071682,0.540971784067076,0.08014807369060847,1.2536411591038659
187,21,-9.906478013562344,0,120,0.010320008110233404,0.5690184265145053,0.14736504189007718,0.9865907286588992
188,21,9.553003995935008,0,120,0.0068750864998021535,0.5449930323251344,0.2202693769480961,0.9319015837031667
189,21,4.620449647119915,0,120,0.004233368946080167,0.572981211484181,0.14636664559525137,1.1374466903573084
190,21,17.753855862655637,1,48,0.024324921949461606,0.5766960109093198,0.18800677217811856,1.0496014838387413
191,21,-12.432224981456537,0,120,0.05144259047745234,0.541605234771396,0.04778377000321361,0.9513119112301661
192,21,19.940362041566672,1,50,0.011094390874908766,0.5249458344790043,0.052283014700247744,0.9126939910700873
193,21,22.03925148251458,1,61,0.02678459831440189,0.5844822424383291,0.13593357531313804,1.0993242123974492
194,22,22.616803160096552,1,89,0.012967926764330834,0.5360269234688606,0.24373991494380276,0.8812584058820256
195,22,17.627088236640166,1,30,0.024532965787599018,0.5355607212232643,0.15282052930670134,0.8551532222241104
196,22,8.718722576337855,0,120,0.015776424194622194,0.5773972168871644,0.22692178136308114,1.068646492431629
197,22,22.576095156951695,1,89,0.008976352740345818,0.5199961883655213,0.21684882014426762,0.8637561851952653
198,22,20.66130617118997,1,35,0.024486701031717253,0.5385989293880058,0.18292360920181525,0.8917765255542127
199,22,8.94709737802716,0,120,0.02032269377399384,0.560440917232809,0.014623352515187258,1.0370287451745048
200,22,17.229134419366254,1,57,0.0274311752313136,0.5856605605411958,0.08696930804840354,1.094220544771511
201,22,6.0797256090574505,0,120,0.011155412130844202,0.5390533797089834,0.19890548777413142,0.8817861616907164
202,22,7.469037845979035,0,120,0.019215881780610466,0.5641446099840033,0.07539624335810544,1.1734213664425845
203,22,19.146644158457814,1,107,0.02269823791393653,0.562904566638442,0.15454583587213927,1.0713999651487485
204,22,15.85521723766396,1,35,0.024466032929970037,0.45530334261892563,0.2372604930232516,0.7404334096453529
205,22,5.726755722125266,0,120,0.013675737651585685,0.5375133285451958,0.2132184361226745,0.9106202933626616
206,23,17.857603485045026,1,41,0.026559280977930217,0.5866679126129731,0.1378426724744006,1.1021168848453975
207,23,13.249147739474406,1,76,0.00813129411953004,0.5404996623695915,0.11155654229235266,0.9106904661925006
208,23,18.432382860181995,1,26,0.01074892193189103,0.5200857519878983,0.17242148307405775,0.8381004143260183
209,23,19.179435682054876,1,83,0.01602956896633642,0.5735541147306257,0.21750386231410423,1.0213884054348017
210,23,12.893733712013205,1,68,0.01077466520496239,0.5353855459222036,0.27727486731549794,0.9189480398458585
211,23,23.273009063489745,1,101,0.010361422625222988,0.5724559533173541,0.17118510662960212,1.1900341218354127
212,23,24.345488516791278,1,92,0.01034523628454118,0.5827542079708947,0.20742952288807398,1.1039380554640326
213,23,14.113779688629013,1,118,0.0031254648920948274,0.5674799163040765,0.15708744481229917,1.1735879264994802
214,23,19.32401676312473,1,71,0.009857991505781162,0.5250025182048659,0.25102721945172657,0.8792440482246405
215,23,17.44755898120487,1,42,0.028548354992901523,0.5408161379742467,0.25258520688459696,0.9173013631377154
216,23,19.15624750432456,1,51,0.012770608794501332,0.5367816580117878,0.2661276327119016,0.9092365319727428
217,23,-10.078238153790261,0,120,0.05851323044905492,0.5780298770089323,0.2501554562400076,1.0891030855167791
218,23,8.872455198183431,0,120,0.006628519366237989,0.5511502546062306,0.08687531214637334,1.2181399668950235
219,24,14.265218183820036,1,70,0.009469511952927586,0.4647057813671217,0.2243723019093005,0.7487770845102926
220,24,-5.257944182643836,0,120,0.01583863832244374,0.5752233901042965,0.13997451857111093,0.9952615248552004
221,24,13.270281355897696,1,84,0.016147418061627963,0.5727070650430541,0.222228384639264,1.0394672245135128
222,24,-8.492628531375741,0,120,0.034987068272788975,0.5643883653520643,0.08071081729599507,1.1559679234397684
223,24,16.452946910198452,1,51,0.02342817469442614,0.5803028452184301,0.19486959828863865,1.0079034005484162
224,24,-5.077709133515509,0,120,0.027090919735582832,0.5750100411577226,0.10328013079653278,0.9731894473002259
225,24,-2.4853343688053,0,120,0.0296712485331681,0.5736922905418188,0.06457386608066011,1.0273253624719547
226,24,-1.952078883684381,0,120,0.01749231932745091,0.5623464927565242,0.07803356755582722,0.965147627771877
227,24,7.487060067302716,0,120,0.01493629933829589,0.5336007832999345,0.21412705400540505,0.9205480970868005
228,24,11.887509670818115,0,120,0.006515213548977958,0.5776944738168464,0.14332537352925295,0.9810557130516385
229,25,15.540602038073391,1,60,0.006614842434970358,0.4647920013825455,0.3485009159671536,0.8052984361732981
230,25,25.767595089938702,1,69,0.004376410323519164,0.5766000231898978,0.044599073826307394,1.0953646294778752
231,25,11.938770476209625,1,116,0.024758444809482222,0.5786317885616148,0.20723270087147563,1.138556723631116
232,25,23.361386774192624,1,45,0.0158008734338104,0.5788648847071355,0.09247366872389974,0.9994903599898839
233,25,16.15765770061837,1,51,0.02105871549589995,0.5640073155023632,0.19081496286680372,0.9840142231803664
234,25,19.372324738143277,1,57,0.01634446430327744,0.5670065326125747,0.22132626448689263,1.1051744656127538
235,25,18.89590397359435,1,36,0.005379925742063882,0.5360944146687763,0.1783208176715651,0.9154711382325483
236,25,24.686958257559247,1,99,0.011465743346954228,0.5787234434370614,0.1721034075051803,1.0856242072812188
237,25,21.988290955657902,1,49,0.016980695578154292,0.5593755881057472,0.1492112366730159,0.9151434514545076
238,25,8.757641366358177,0,120,0.01687969011023553,0.5388425856509668,0.16512765490917233,0.9044947461878337
239,25,20.15011415515495,1,40,0.02858961252537287,0.5768972836787153,0.12620013198347188,0.9766493120546407
240,25,16.13126438996909,1,62,0.007160352594678209,0.537283690508214,0.20101894730570846,0.8833509755422492
241,25,19.58961264186138,1,47,0.01368100702598149,0.562065293045756,0.089989442455891,1.0264827550404991
242,25,10.580623583712164,0,120,0.013177499637879536,0.5297949560862675,0.24974524617512237,0.9187896686697679
243,25,19.337845397661134,1,59,0.016160265692243027,0.5561971443649609,0.06053881125093433,1.040766152699242
244,26,25.0641509200361,1,86,0.012477474491632601,0.5816116251353263,0.2027983875724658,1.10923439697533
245,26,11.237423093378279,1,93,0.019308518219142815,0.5706597343188666,0.13288611036926445,1.0593165814369638
246,26,18.756885387013405,1,26,0.022913998150890992,0.5037693718445572,0.2960260589475103,0.8577950690034609
247,26,-0.7121399547495304,0,120,0.030420005603284662,0.55525305977358,0.15489715286937164,1.2103333251878474
248,26,20.196842448592825,1,102,0.003923673736908075,0.5717416138646898,0.23514870360765128,1.003846471055315
249,26,23.68624170596964,1,64,0.006749353237185012,0.5404435186685768,0.1864515292358764,0.8930051881588043
250,26,20.735224320489944,1,26,0.02662080920302227,0.5613519015335844,0.14174526943602553,0.9706446603246135
251,26,18.078811462113034,1,50,0.024418239659018515,0.5576291889864549,0.04988450090033564,1.1839583149866144
252,26,31.695550709267778,1,96,0.013072730084106123,0.5616785501463023,0.20244730945913544,0.983536488701087
253,26,20.26784012076963,1,65,0.010050847049873921,0.5405810198073209,0.20458186838459425,0.8875525051978961
254,26,19.23295479724514,1,54,0.01802909245158871,0.5670454706709374,0.20391818294936087,1.0775915645143486
255,26,24.490926808268195,1,53,0.001985337913118348,0.5499280966713268,0.20445108262860243,0.9273168553186444
256,26,19.50915687882833,1,26,0.012586048953565795,0.5127941767541382,0.3016274930245714,0.8763236779843284
257,26,21.298211871599822,1,30,0.01767444995432903,0.5586420477138085,0.19250804597710836,0.9587268312398167
258,26,17.126714958305477,1,41,0.01384828202938643,0.5293678179514525,0.19230455191295492,0.8525211743781371
259,26,21.990851762511706,1,87,0.0072837748589219785,0.5595237634084389,0.2508282154748011,0.9692992736514517
260,27,15.513345462361187,1,82,0.021475618816504168,0.5686657191727403,0.10614544210489096,1.1109285258486084
261,27,17.651589296376564,1,105,0.004039224826053455,0.5850432196455994,0.18349156223127785,1.1044398673229117
262,27,23.60062635201966,1,87,0.007583672553838747,0.5856706877870638,0.08698580708311002,1.0710996720324115
263,27,10.555366074242043,0,120,0.014416022003164188,0.5447903597762143,0.16034159393940436,0.9360644720472572
264,27,17.943503514691674,1,74,0.014903120659606724,0.57373840813976,0.07286182297813397,0.9974984756531136
265,27,18.88227978930311,1,25,0.026356022964727104,0.4985988976131042,0.16624783820208539,0.7928584423487681
266,27,22.672125034351595,1,42,0.009779409686595903,0.497554764452689,0.22161363643315424,0.8048938327108222
