episode,seed,success,steps,reward,minimum_distance,final_distance,target_x,target_y,target_z,final_critic_value
18,1017,1,20,21.445161212263606,0.01308889662604032,0.01308889662604032,0.5016712999288362,0.3160105255489342,0.8589131581349729,12.959330558776855
19,1018,1,21,21.307744762792606,0.02113811820192458,0.02113811820192458,0.5443518070844093,0.21321660788033608,0.8888972495579102,12.27911376953125
20,1019,1,25,21.7162082159508,0.025585044025126017,0.025585044025126017,0.5811220886574093,0.14040128294223927,1.002958775408529,11.283330917358398
21,1020,1,21,21.164991613257854,0.02128901249342124,0.02128901249342124,0.5454854988415443,0.11935952243141047,0.8854627489457627,11.668209075927734
22,1021,1,26,22.351276531820268,0.01611210246408372,0.01611210246408372,0.5699166606921353,0.1303434542318685,1.1035157768917891,10.64748477935791
23,1022,1,29,22.16255612321742,0.026232541052895773,0.026232541052895773,0.5788358847456895,0.21529801840915103,1.1534218398709313,11.054115295410156
24,1023,1,24,22.300865399718276,0.02331977164555616,0.02331977164555616,0.5659751716529923,0.275392960584668,1.0203066646801475,12.155750274658203
25,1024,1,23,21.436876842495998,0.02549810332966226,0.02549810332966226,0.5684709372863023,0.1225376875442488,0.9445441160757676,11.444091796875
26,1025,1,21,21.796661660678957,0.010439275883776938,0.010439275883776938,0.5419517248628019,0.168783047954242,0.9140152140560612,11.820453643798828
27,1026,1,28,22.040058472100334,0.019043514329285915,0.019043514329285915,0.5569304507857138,0.0811992157649646,1.1803938459580596,9.794561386108398
28,1027,1,30,21.73332073467504,0.021946569170618494,0.021946569170618494,0.5430862769435805,0.11222822148189567,1.2543985922800396,9.571294784545898
29,1028,1,21,22.022030134868398,0.012329126269020576,0.012329126269020576,0.5485371442315103,0.18333982411199598,0.9459577343354606,11.814924240112305
30,1029,1,21,21.952165090752956,0.008922768874451757,0.008922768874451757,0.5411948919487973,0.18378236717971777,0.9245112554239606,11.86757755279541
31,1030,1,26,21.79856345755109,0.024663059258234553,0.024663059258234553,0.5798488857701595,0.08667879451540071,1.0422382490888393,10.679851531982422
32,1031,1,22,21.867414006595446,0.015609737873390754,0.015609737873390754,0.5326003363232833,0.2966793584964161,0.9141702741348332,12.648496627807617
33,1032,1,19,20.551211212271816,0.016766698707070777,0.016766698707070777,0.505456350599274,0.2048927507106056,0.8092372357190399,12.497577667236328
34,1033,1,21,21.68773113649138,0.013439737093425337,0.013439737093425337,0.514524561977613,0.3134099647943119,0.8839423424745747,12.850406646728516
35,1034,1,17,19.207710212825738,0.015173222914091,0.015173222914091,0.44961671306339523,0.15172235972781548,0.7201729915535221,12.458935737609863
36,1035,1,23,21.5362005997401,0.025049879236210368,0.025049879236210368,0.5694313435059412,0.169911508247107,0.9477904729967458,11.758369445800781
37,1036,1,27,22.439392132069713,0.017503774355890456,0.017503774355890456,0.5610104789201203,0.16929530028527273,1.1678848560294575,10.589273452758789
38,1037,1,25,22.00197416866378,0.02287145988466457,0.02287145988466457,0.5791175596076907,0.1250065750053466,1.0482391452532247,10.958524703979492
39,1038,1,25,21.92575022980084,0.0227582623426274,0.0227582623426274,0.5711677708180856,0.05983440968773744,1.0456822712203973,10.464841842651367
40,1039,1,19,20.55097429932065,0.016562934229707754,0.016562934229707754,0.502356090673988,0.22063775051362056,0.8070997503718284,12.598100662231445
41,1040,1,20,21.30735357230244,0.015782881469865083,0.015782881469865083,0.5142629209521095,0.28210311558911255,0.858743422966631,12.78460693359375
42,1041,1,20,21.370533727260543,0.012987267049864788,0.012987267049864788,0.5242263534838715,0.22711649839672973,0.8667449595855317,12.406391143798828
43,1042,1,24,21.690981878431554,0.023395833080851223,0.023395833080851223,0.5739203002958826,0.15201964255338035,0.973314389405166,11.495477676391602
44,1043,1,26,21.550667863103254,0.0254915206752859,0.0254915206752859,0.5770072240810221,0.07630807959090292,0.9959404098311937,10.807897567749023
45,1044,1,27,21.99979469782527,0.026548816912167712,0.026548816912167712,0.5861267739460778,0.19842233320915462,1.0679350800331993,11.377979278564453
46,1045,1,20,21.05713562238548,0.015237462008877194,0.015237462008877194,0.5247267363213965,0.18976360350016896,0.8498331992729004,12.23892879486084
47,1046,1,28,22.226990765666354,0.024877687257288852,0.024877687257288852,0.5760806497705726,0.1996224482508534,1.157085201131298,10.937522888183594
48,1047,1,22,21.628271372310294,0.020628486709024525,0.020628486709024525,0.5609351794100751,0.15072527164900676,0.9382181784420928,11.66096305847168
49,1048,1,22,22.056936282398578,0.012693672268977173,0.012693672268977173,0.5555179220784473,0.16459427999482712,0.959756611987565,11.611848831176758
50,1049,1,25,21.9794181610336,0.02480383710829238,0.02480383710829238,0.5809879688605123,0.18951618964378933,1.0264561123394316,11.532445907592773
51,1050,1,24,22.498341013358733,0.016494735063188125,0.016494735063188125,0.5665272037731167,0.18032092971745375,1.0778625404328699,11.195600509643555
52,1051,1,21,21.823675244883624,0.012293643249122951,0.012293643249122951,0.5428820536605415,0.08439075275735633,0.9308758203605182,11.180413246154785
53,1052,1,24,21.609884162455785,0.02408862957911257,0.02408862957911257,0.5727084352529723,0.16839319695593685,0.9612153809728711,11.659013748168945
54,1053,1,21,22.075247156780154,0.011087641527097866,0.011087641527097866,0.5462240429842938,0.1919602850509721,0.9462661835406977,11.858179092407227
55,1054,1,28,22.063434621289563,0.026689418647675253,0.026689418647675253,0.5850430643898495,0.19454739369513246,1.1153066013546347,11.114713668823242
56,1055,1,21,21.420069975324857,0.013841399555720179,0.013841399555720179,0.5388474035922386,0.1257128669107581,0.8879968153022967,11.644855499267578
57,1056,1,19,20.541921965480938,0.014727243255280447,0.014727243255280447,0.5053660514958236,0.1393248032821937,0.8077468725195488,12.06944465637207
58,1057,1,25,22.257081646866148,0.017663951197888914,0.017663951197888914,0.5705084160676701,0.11466233600189615,1.0787072100303767,10.689010620117188
59,1058,1,28,21.636685698461207,0.026476216344995553,0.026476216344995553,0.5841407796414516,0.07435515235400936,1.0607862451944567,10.459671974182129
60,1059,1,24,22.079765108377547,0.019296445747295648,0.019296445747295648,0.5717890643016711,0.11375527462690875,1.0288023825765236,10.958507537841797
61,1060,1,19,20.84667777905079,0.012471452638294007,0.012471452638294007,0.5096152587089463,0.18072436744625311,0.8249966370346297,12.269235610961914
62,1061,1,23,22.150444052489952,0.013951100659663396,0.013951100659663396,0.563068356661418,0.1495078166996285,0.9892948569018265,11.370920181274414
63,1062,1,22,21.86052999165112,0.016841914802591722,0.016841914802591722,0.559407160283421,0.14673654208238965,0.9539095874428954,11.545103073120117
64,1063,1,19,20.106661596351138,0.011886345176505293,0.011886345176505293,0.45554951224370266,0.2896782212644427,0.7586965474031347,13.085298538208008
65,1064,1,27,22.132063080321444,0.017612697408786352,0.017612697408786352,0.559666869155284,0.057533317730380965,1.1349864430702,9.871697425842285
66,1065,1,19,20.119297551013894,0.012811703566602991,0.012811703566602991,0.4825048017400429,0.1973794268737226,0.7719162411990179,12.517467498779297
67,1066,1,24,22.09005438410803,0.01909880227720099,0.01909880227720099,0.572782927039511,0.13327522649300144,1.022870177536621,11.128149032592773
68,1067,1,20,21.079565231375916,0.010823702952213299,0.010823702952213299,0.5032737036627025,0.25908555088369,0.8316537962382213,12.686790466308594
69,1068,1,20,21.37040708693879,0.015195706591563649,0.015195706591563649,0.5296047820429032,0.2211865054658211,0.8735461889971854,12.365653991699219
70,1069,1,20,21.63245427604187,0.0072463491868261605,0.0072463491868261605,0.5180652596175029,0.2354946887489736,0.8750768351131486,12.381047248840332
71,1070,1,25,22.200658804798845,0.02471749173748874,0.02471749173748874,0.5794937075946214,0.2114553654013285,1.0587605755225877,11.554527282714844
72,1071,1,24,21.95708899284202,0.024338550223194845,0.024338550223194845,0.5714304301481047,0.23512772700944545,0.9897377701404265,12.009400367736816
73,1072,1,23,22.330960732234583,0.01957847979399593,0.01957847979399593,0.5648404557261074,0.24196966819003546,1.0129410267506898,11.963149070739746
74,1073,1,25,22.37175583582393,0.022253556258901623,0.022253556258901623,0.5726979298305784,0.24624045422962573,1.053275871206543,11.797303199768066
75,1074,1,18,19.889598704901168,0.014649802821360566,0.014649802821360566,0.466689787645758,0.2371741731763717,0.7555368128447467,12.847814559936523
76,1075,1,21,22.06410831396191,0.01234411061911571,0.01234411061911571,0.5446347977290894,0.22347021532143915,0.9409564350178189,12.100086212158203
77,1076,1,25,21.95498008451701,0.02131916531831861,0.02131916531831861,0.5777624080985323,0.13856752538448158,1.0199173247927196,11.167764663696289
78,1077,1,18,20.06773887062186,0.01637503171607911,0.01637503171607911,0.48695348488293144,0.11620298748972739,0.7746689376093638,12.064325332641602
79,1078,1,19,21.046147669178236,0.013672320167318699,0.013672320167318699,0.5171529255439938,0.09590343808694018,0.845691700617814,11.655035018920898
80,1079,1,21,22.177481655073112,0.009837584832182332,0.009837584832182332,0.5135559445061719,0.32953341622569265,0.9220779532956664,12.789651870727539
81,1080,1,20,21.578995497353226,0.012999891700333185,0.012999891700333185,0.5180584545842924,0.2776628980758048,0.8771687407701018,12.682043075561523
82,1081,1,25,22.535056950406492,0.015861396033477766,0.015861396033477766,0.5693528568479683,0.2028150615989831,1.07339904366235,11.355079650878906
83,1082,1,20,20.860206025660354,0.019811058685487135,0.019811058685487135,0.5294068553160302,0.16797689317609443,0.8465330459644725,12.143213272094727
84,1083,1,25,22.38058850893612,0.0156371457425645,0.0156371457425645,0.5672302237131194,0.12934450638740186,1.08944970292401,10.725056648254395
85,1084,1,21,22.04924472503714,0.010927360214859214,0.010927360214859214,0.546569757038059,0.12574469622462497,0.9562230305834591,11.353033065795898
86,1085,1,20,21.299929249736095,0.015031543803280896,0.015031543803280896,0.5279651509924441,0.21695783736578883,0.8672613987914501,12.357190132141113
87,1086,1,19,19.8606381816028,0.016176081287417304,0.016176081287417304,0.48256318432182144,0.17249353041260362,0.7626862068432192,12.410995483398438
88,1087,1,24,22.19945723289588,0.017392436615255923,0.017392436615255923,0.558729824402617,0.05560947848752147,1.0650345904957095,10.301795959472656
89,1088,1,23,21.983387512723887,0.017529356571017854,0.017529356571017854,0.5659604260874056,0.1257342302856368,0.9863397194261971,11.242273330688477
90,1089,1,29,22.17929303662959,0.021214811837638972,0.021214811837638972,0.5595984040054337,0.17203355719484217,1.2132001800925496,10.357526779174805
91,1090,1,21,21.014079318487397,0.01863098384781001,0.01863098384781001,0.5356152720313548,0.12261649400874623,0.862484597278812,11.744300842285156
92,1091,1,29,21.731493682570974,0.02246676181892766,0.02246676181892766,0.5507204710273965,0.04765329317137589,1.2054997035782862,9.361793518066406
93,1092,1,27,21.677663464684585,0.02657640356667346,0.02657640356667346,0.5871175003721675,0.1254641025246332,1.0352470501183213,10.989154815673828
94,1093,1,21,21.480563931887175,0.016391460366594418,0.016391460366594418,0.5370153246409466,0.23076004151403784,0.8883064911296218,12.356911659240723
95,1094,1,19,20.383081450671657,0.019795841738928063,0.019795841738928063,0.5102537993199892,0.1415999675157616,0.8065773280200663,12.127115249633789
96,1095,1,25,22.293453174075367,0.014750312071292251,0.014750312071292251,0.5608762583001252,0.07497353873123255,1.0804519425788015,10.328052520751953
97,1096,1,19,20.173708578143046,0.011571437650678154,0.011571437650678154,0.4505864641339905,0.3068748105292108,0.7600683338980375,13.17525577545166
98,1097,1,25,22.345273879149815,0.01412701053311238,0.01412701053311238,0.5657540813795174,0.10741322344139845,1.0725277868738086,10.625709533691406
99,1098,1,23,21.92677493897204,0.020044893521142727,0.020044893521142727,0.567249178993375,0.19007253735141183,0.9728784590628066,11.767388343811035
100,1099,1,29,21.92101897973,0.024266526491930045,0.024266526491930045,0.586581584783638,0.14975542235167338,1.1081571121889657,10.770145416259766
